fgas               density
0.108530138317994  0.000464996769881068
0.108664136256679  0.0006713219267364
0.108798134195364  0.000955338874819269
0.108932132134049  0.00134066610194819
0.109066130072734  0.00185618144778923
0.109200128011419  0.00253667181623614
0.109334125950104  0.00342345680614584
0.109468123888789  0.004564967016942
0.109602121827474  0.00601725703317819
0.109736119766159  0.00790214385844633
0.109870117704844  0.0102773395297695
0.110004115643529  0.0132168682683526
0.110138113582214  0.0168148811626671
0.1102721115209    0.0211727527523238
0.110406109459585  0.0263981797769445
0.11054010739827   0.0326040261542504
0.110674105336955  0.0399069124138491
0.11080810327564   0.0484808665073549
0.110942101214325  0.0585685928753025
0.11107609915301   0.0701456239892724
0.111210097091695  0.0833178273833912
0.11134409503038   0.0981815278997748
0.111478092969065  0.114821252688684
0.11161209090775   0.13330771137237
0.111746088846435  0.153696080143108
0.11188008678512   0.176024652175554
0.112014084723805  0.200534924723572
0.11214808266249   0.227078307768739
0.112282080601175  0.255548794537257
0.11241607853986   0.285901878117395
0.112550076478545  0.318076201950333
0.11268407441723   0.351993475827901
0.112818072355915  0.387557851734202
0.1129520702946    0.424654648318915
0.113086068233285  0.463186840497718
0.11322006617197   0.503056353240962
0.113354064110655  0.543886241050763
0.11348806204934   0.585432076408646
0.113622059988025  0.627410781824168
0.11375605792671   0.669498895921074
0.113890055865395  0.711332442324983
0.11402405380408   0.752508641817894
0.114158051742765  0.792589660303477
0.11429204968145   0.830878297529645
0.114426047620135  0.866861015482748
0.114560045558821  0.90012650746842
0.114694043497506  0.93020023658326
0.114828041436191  0.956635270323125
0.114962039374876  0.979023526202567
0.115096037313561  0.997005816332593
0.115230035252246  1.0102804368895
0.115364033190931  1.01848759308353
0.115498031129616  1.02090705364748
0.115632029068301  1.01813331150827
0.115766027006986  1.0101959750621
0.115900024945671  0.997199486029204
0.116034022884356  0.97932263530057
0.116168020823041  0.956817785977933
0.116302018761726  0.930009735068308
0.116436016700411  0.89929410073342
0.116570014639096  0.864871842954613
0.116704012577781  0.827561344782834
0.116838010516466  0.788173931581613
0.116972008455151  0.747369413203607
0.117106006393836  0.70583594956599
0.117240004332521  0.66427590514312
0.117374002271206  0.623390423820927
0.117508000209891  0.583863168538748
0.117641998148576  0.54638573547052
0.117775996087261  0.511986143094266
0.117909994025946  0.480866095543184
0.118043991964631  0.453417548129583
0.118177989903316  0.429939530270901
0.118311987842001  0.410635938322056
0.118445985780686  0.395616252838806
0.118579983719371  0.384899003916051
0.118713981658056  0.378417778269828
0.118847979596741  0.37636406148457
0.118981977535427  0.378362781768175
0.119115975474112  0.383865493364434
0.119249973412797  0.392564840231166
0.119383971351482  0.404143714536331
0.119517969290167  0.418290001021386
0.119651967228852  0.434711037401368
0.119785965167537  0.453147483680043
0.119919963106222  0.473397986559563
0.120053961044907  0.495524766160972
0.120187958983592  0.519226407280138
0.120321956922277  0.544540964056271
0.120455954860962  0.571581413569528
0.120589952799647  0.600530937475319
0.120723950738332  0.631635224301366
0.120857948677017  0.665192111559946
0.120991946615702  0.701538943154527
0.121125944554387  0.741326048333838
0.121259942493072  0.784998685568363
0.121393940431757  0.832666250389189
0.121527938370442  0.884637125518718
0.121661936309127  0.941173588505589
0.121795934247812  1.00248375098497
0.121929932186497  1.06871590549912
0.122063930125182  1.13995526958542
0.122197928063867  1.21622306780256
0.122331926002552  1.29821053317526
0.122465923941237  1.38502496941436
0.122599921879922  1.47647977638682
0.122733919818607  1.57235614064216
0.122867917757292  1.67240524632706
0.123001915695977  1.77635674551386
0.123135913634662  1.88392719405791
0.123269911573348  1.99482822786263
0.123403909512033  2.10896669148197
0.123537907450718  2.22603004720478
0.123671905389403  2.34552388797566
0.123805903328088  2.46722363039939
0.123939901266773  2.59092802674624
0.124073899205458  2.71646010841903
0.124207897144143  2.84366821310606
0.124341895082828  2.9724276172804
0.124475893021513  3.10264332421374
0.124609890960198  3.23445674089402
0.124743888898883  3.36769100910795
0.124877886837568  3.50242206241643
0.125011884776253  3.63882541290944
0.125145882714938  3.77717987584631
0.125279880653623  3.91788339927416
0.125413878592308  4.06146609082796
0.125547876530993  4.2085989447903
0.125681874469678  4.36044851020307
0.125815872408363  4.5184051847681
0.125949870347048  4.68318746772001
0.126083868285733  4.8559620967847
0.126217866224418  5.03789382942734
0.126351864163103  5.23009214033045
0.126485862101788  5.43355641591239
0.126619860040473  5.64912237034935
0.126753857979158  5.87741250800111
0.126887855917843  6.12055672806878
0.127021853856528  6.37697271206252
0.127155851795213  6.6460277661507
0.127289849733898  6.92706772595966
0.127423847672583  7.21922630805853
