87513.3919980626  0.050976127233636   0.0458807355840192  0.0564174341171044
70674.7545384382  0.0574310665195386  0.0518208074265419  0.063346743244354
49830.7183263705  0.0649843124358099  0.0589844101261852  0.0713921288453091
37585.8184373015  0.065934361087439   0.0609780544844837  0.0712289764497387
29667.6027459148  0.0717799416211322  0.0666492858764509  0.0772616298544489
24082.7477566652  0.0761130712122384  0.0710207212473805  0.0814964489920033
19996.162179659   0.0747478139153718  0.06942440678145    0.0799435188006265
16888.7882931129  0.0779189785631313  0.0726117172010371  0.0830402894412363
14469.7054030804  0.0804512580752118  0.0752341225836937  0.0855301657980147
10993.0394621679  0.0802465222877674  0.0750644796374206  0.0863180296384811
6947.16947872028  0.0855140982991492  0.0798362511453375  0.0921137195314343
2034.31386145431  0.0961425901414895  0.0871328344927979  0.106327792784528
